ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
6XTCW6,Knox,Columbus,Creta,Hyundai,Hatchback,Black,Manual,5,5,Diesel,2016,6900,73493,113,2024-04-29,Un Sold,1970-01-01,5463,0,0,Pavan,1,0,Excellent
F27SXA,Skipper,Utah,Yodha,Tata,Truck,White,Automatic,3,2,Diesel,2024,7100,45056,100,2017-11-23,Un Sold,1970-01-01,5222,0,0,Shiva,1,0,Excellent
5647GO,Cars24,North Carolina,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2015,7900,37992,100,2024-08-16,Un Sold,1970-01-01,7289,0,0,Arjuna,3,0,Poor
O66JMV,Automart,Denver,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2022,6300,94689,120,2022-03-07,Un Sold,1970-01-01,5512,0,0,Vihaan,5,0,Average
8GEJ80,Marchi,Texas,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2020,8400,3491,100,2021-04-28,Un Sold,1970-01-01,7554,0,0,Dhruv,3,0,Excellent
QUNB49,Nufor,Tucson,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2023,8100,6234,200,2024-09-11,Un Sold,1970-01-01,7495,0,0,Arjuna,2,0,Excellent
WNSYVB,Skipper,California,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2016,9300,4190,130,2016-11-02,Sold,2023-11-03,7301,6452,-12,Swathi,3,0,Excellent
N8CHQF,Ahg,Madison,Hilux,Toyota,Truck,White,Manual,4,2,Diesel,2020,7500,68792,200,2019-05-22,Un Sold,1970-01-01,6610,0,0,Bhavani,1,0,Good
EZRY8F,Automart,Portland,Thar,Mahindra,SUV,Gray,Automatic,5,3,Electric,2015,9900,20499,130,2023-12-19,Un Sold,1970-01-01,9041,0,0,Shailaja,1,0,Average
LV4SDN,Olx,Philadelphia,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2024,7000,67912,113,2020-11-05,Sold,2022-07-04,5722,6662,16,Krishna,1,188,Excellent
2N0IQW,Oto,Madison,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2019,8000,23798,103,2020-01-27,Un Sold,1970-01-01,7292,0,0,Shruthi,5,0,Excellent
UMTH3V,Carro,Portland,Swift,Maruti,Sedan,Gray,Manual,5,4,Diesel,2017,7300,4635,115,2022-11-05,Un Sold,1970-01-01,5634,0,0,Bhavani,1,0,Excellent
89BSAF,Carmix,Texas,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2015,8400,45576,200,2023-11-12,Un Sold,1970-01-01,6863,0,0,Pranav,5,0,Good
BKXJRQ,Ahg,North Carolina,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2024,6100,37800,150,2022-10-28,Sold,2023-02-20,4406,3381,-23,Pranav,1,0,Good
FGPTFC,Knox,North Carolina,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2016,6800,39031,150,2018-08-20,Sold,2020-12-26,5216,6692,28,Supriya,2,295,Excellent
AM2WG0,Carmudi,Columbus,Fortuner,Toyota,SUV,Red,Automatic,8,5,Petrol,2024,7500,2224,200,2015-01-18,Un Sold,1970-01-01,6618,0,0,Karan,2,0,Average
X3U6IU,Carmix,Oklahoma,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Petrol,2019,6500,38713,113,2017-04-23,Un Sold,1970-01-01,5542,0,0,Bhavani,1,0,Good
QP6Z9A,Trust,Texas,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2023,8600,55695,250,2024-05-07,Un Sold,1970-01-01,7289,0,0,Anushka,5,0,Good
9DFCJ9,Carousell,Utah,Thar,Mahindra,SUV,Blue,Manual,5,3,Hybrid,2019,9000,27569,130,2023-07-30,Un Sold,1970-01-01,7564,0,0,Supriya,2,0,Good
TLJUK3,Carro,New York,Seltos,Kia,Hatchback,Gray,Manual,5,5,Diesel,2024,6100,30538,150,2023-06-05,Un Sold,1970-01-01,4558,0,0,Swathi,3,0,Excellent
WE21PP,Automart,Tucson,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2015,6900,54856,150,2024-10-10,Un Sold,1970-01-01,6312,0,0,Swapna,1,0,Excellent
ZFSI3R,Nufor,San Jose,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2017,8300,49526,120,2023-04-09,Un Sold,1970-01-01,6835,0,0,Narayan,2,0,Poor
6Q9X9Z,Skipper,Tennessee,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2017,8700,32726,115,2023-02-05,Un Sold,1970-01-01,7758,0,0,Swapna,4,0,Good
4098I4,Sobri,Tennessee,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2022,8700,82025,120,2017-04-13,Un Sold,1970-01-01,7945,0,0,Sai,3,0,Excellent
783MAM,Carsome,North Carolina,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2018,7100,2185,115,2019-03-01,Un Sold,1970-01-01,5261,0,0,Swapna,2,0,Excellent
TIO295,Motor,Philadelphia,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2015,7000,4237,103,2024-06-13,Sold,2024-09-23,6300,5326,-15,Dhruv,2,0,Good
G2WZI3,Kamkar,Denver,Thar,Mahindra,SUV,Gray,Manual,5,3,Hybrid,2023,8600,74411,130,2016-04-26,Un Sold,1970-01-01,7867,0,0,Swathi,3,0,Excellent
HXORBE,Carro,Columbus,Swift,Maruti,Sedan,Red,Manual,5,4,Diesel,2022,6800,35405,115,2024-11-13,Un Sold,1970-01-01,5700,0,0,Aditya,1,0,Excellent
0G2NKI,Carsome,California,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2022,7700,95398,100,2024-08-16,Un Sold,1970-01-01,7130,0,0,Rithvik,2,0,Average
B9036C,Carousell,Oklahoma,Fortuner,Toyota,SUV,White,Manual,8,5,Petrol,2016,8300,47105,200,2021-01-07,Un Sold,1970-01-01,7455,0,0,Swathi,2,0,Poor
1YNUSS,Zupps,North Carolina,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Hybrid,2020,7400,59700,150,2019-03-11,Un Sold,1970-01-01,5543,0,0,Anushka,1,0,Good
47Z82L,Kamkar,Philadelphia,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Diesel,2015,7000,12488,103,2018-09-04,Sold,2024-12-30,5510,5292,-4,Aarush,5,0,Excellent
51AZVP,Olx,Chicago,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2018,9600,47096,200,2023-12-04,Sold,2023-12-25,8852,7719,-13,Supriya,4,0,Average
9PPCDV,Ahg,San Jose,Dzire,Maruti,Sedan,Black,Manual,5,5,Hybrid,2019,8000,40447,100,2017-12-12,Un Sold,1970-01-01,6539,0,0,Swathi,4,0,Good
UU14B3,Sobri,Columbus,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2021,7400,10844,200,2023-06-18,Un Sold,1970-01-01,6858,0,0,Pavan,5,0,Excellent
LSE0FM,Cars24,Columbus,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2023,6100,77055,113,2020-04-19,Sold,2021-06-22,4797,6133,28,Swathi,4,267,Excellent
GMKZA4,Carsome,California,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2022,7700,35510,115,2017-02-20,Un Sold,1970-01-01,6716,0,0,Swathi,4,0,Excellent
9SRJ66,Nufor,Oklahoma,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2021,9300,45121,200,2019-10-25,Un Sold,1970-01-01,7451,0,0,Shailaja,2,0,Excellent
XYTVHI,Carsome,Detroit,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,24682,103,2015-01-29,Un Sold,1970-01-01,5210,0,0,Dhruv,1,0,Excellent
28VF8C,Automart,Oklahoma,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2017,8200,17817,120,2015-05-04,Sold,2017-01-19,6535,6386,-2,Karan,1,0,Average
1YM58A,Kamkar,Oklahoma,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2022,6700,52925,100,2019-03-12,Un Sold,1970-01-01,4818,0,0,Swathi,4,0,Excellent
LE7NPR,Trivett,New York,Dzire,Maruti,Sedan,Black,Automatic,5,5,Hybrid,2018,8100,33402,100,2021-06-03,Un Sold,1970-01-01,7067,0,0,Aditya,5,0,Average
TBLTV2,Nufor,Florida,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2018,10600,73291,250,2017-02-01,Un Sold,1970-01-01,9552,0,0,Aarush,5,0,Excellent
IC2ZL2,Marchi,Philadelphia,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2023,9100,39068,200,2020-03-07,Un Sold,1970-01-01,7352,0,0,Vihaan,5,0,Good
H8EQPJ,Oto,Portland,i20,Hyundai,Hatchback,White,Automatic,4,5,Electric,2021,7800,2838,120,2018-03-15,Un Sold,1970-01-01,6136,0,0,Aarush,4,0,Excellent
2JJFM2,Carmix,Philadelphia,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2019,7500,73654,100,2019-12-24,Un Sold,1970-01-01,5958,0,0,Shruthi,2,0,Excellent
B60BTL,Cars24,Texas,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2019,6500,15054,113,2016-03-19,Un Sold,1970-01-01,5161,0,0,Swathi,1,0,Good
QLRMH6,Carmudi,Florida,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Hybrid,2022,7200,27925,103,2017-02-28,Un Sold,1970-01-01,5494,0,0,Anushka,3,0,Good
WMBPGY,Carmix,Philadelphia,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2016,10300,33461,250,2020-12-29,Sold,2021-04-29,8328,7763,-7,Ram,5,0,Average
80TY98,APE,Oklahoma,Plato,Prazo,Convertible,Red,Automatic,2,2,Petrol,2022,8700,45810,250,2022-11-26,Un Sold,1970-01-01,7264,0,0,Rithvik,3,0,Good
3DYEMR,Kamkar,Portland,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2018,6600,34516,103,2018-06-06,Un Sold,1970-01-01,4920,0,0,Karan,4,0,Poor
KW2MCI,APE,New York,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2018,7100,18915,115,2024-06-06,Un Sold,1970-01-01,5820,0,0,Shiva,4,0,Excellent
LE3H67,Trust,Portland,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2024,7000,65676,103,2016-12-02,Un Sold,1970-01-01,5571,0,0,Swathi,4,0,Excellent
35T4XW,Kamkar,Texas,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2018,8200,74939,130,2022-08-16,Un Sold,1970-01-01,6976,0,0,Vishwajeet,2,0,Excellent
WSU6RI,Automart,Detroit,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2017,9200,65202,200,2024-04-16,Un Sold,1970-01-01,7757,0,0,Aditya,4,0,Average
QH3T6I,Automart,California,Thar,Mahindra,SUV,Black,Automatic,5,3,Electric,2023,9100,17905,130,2019-05-27,Un Sold,1970-01-01,7164,0,0,Krishna,1,0,Good
NKVWPO,Trivett,San Jose,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2022,6300,76518,150,2015-09-16,Un Sold,1970-01-01,5715,0,0,Swathi,3,0,Good
M058Z1,Carmudi,Utah,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2021,7800,74250,113,2020-01-08,Un Sold,1970-01-01,6838,0,0,Narayan,1,0,Average
MG4ZMC,Zupps,California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2023,7600,71018,120,2022-07-19,Un Sold,1970-01-01,6513,0,0,Aarush,2,0,Average
8X61AG,Automart,Tucson,Thar,Mahindra,SUV,Gray,Automatic,5,3,Electric,2022,9200,7900,130,2017-03-29,Sold,2024-07-05,7461,7224,-3,Pranav,4,0,Good
NW3DZQ,Sobri,San Jose,Seltos,Kia,Hatchback,Blue,Manual,5,5,Petrol,2016,6800,55236,150,2022-10-07,Un Sold,1970-01-01,5481,0,0,Narayan,4,0,Poor
SU6P5K,Cars24,California,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2023,7600,23474,200,2018-05-01,Un Sold,1970-01-01,6552,0,0,Pranav,5,0,Excellent
U4ZIPV,Carro,Utah,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2020,8000,40896,130,2024-01-10,Sold,2024-04-23,7102,6130,-14,Aarush,2,0,Good
WRCS36,Olx,Detroit,Scorpio,Mahindra,SUV,White,Automatic,5,5,Diesel,2019,8100,10459,120,2023-04-08,Sold,2023-03-17,7520,8947,19,Pavan,4,285,Excellent
JV5V84,Cars24,San Jose,Thar,Mahindra,SUV,Blue,Automatic,5,3,Hybrid,2020,8900,35609,130,2023-06-22,Un Sold,1970-01-01,7395,0,0,Krishna,1,0,Average
DFL6IK,Carsome,North Carolina,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,57527,113,2024-12-01,Sold,2024-03-18,5134,6449,26,Shailaja,1,263,Good
551J29,Sobri,Madison,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2020,6400,40584,103,2023-06-13,Un Sold,1970-01-01,4553,0,0,Shruthi,5,0,Good
0X57O9,Carro,Tucson,Fortuner,Toyota,SUV,White,Manual,8,5,Hybrid,2019,9000,91585,200,2021-05-25,Sold,2022-06-10,8294,9533,15,Pavan,2,248,Excellent
EOFTZK,Kamkar,New York,Fortuner,Toyota,SUV,Gray,Manual,8,5,Petrol,2023,7600,55371,200,2018-02-04,Sold,2021-05-01,6588,6565,0,Ram,2,0,Excellent
SKS95K,Marchi,Philadelphia,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2015,10900,8687,250,2016-03-22,Un Sold,1970-01-01,9246,0,0,Ram,5,0,Average
TC81YN,Automart,Tennessee,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2023,6600,43621,115,2022-12-02,Sold,2023-07-10,5503,4859,-12,Pranav,2,0,Average
D45NOU,Ahg,California,Plato,Prazo,Convertible,Gray,Manual,2,2,Diesel,2015,9500,25051,250,2023-08-08,Un Sold,1970-01-01,7681,0,0,Shailaja,5,0,Excellent
P7SEOM,Carmudi,Denver,Yodha,Tata,Truck,Gray,Automatic,3,2,Petrol,2016,7800,9904,100,2019-09-13,Un Sold,1970-01-01,7101,0,0,Pavan,1,0,Good
Q2ZTQ0,Skipper,Columbus,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2023,7100,39679,113,2024-06-15,Sold,2024-08-11,6184,5636,-9,Swathi,2,0,Excellent
XC939Y,Automart,Tennessee,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,52221,100,2015-07-18,Un Sold,1970-01-01,6547,0,0,Shiva,1,0,Good
4SZLX9,Automart,Detroit,Swift,Maruti,Sedan,White,Automatic,5,4,Petrol,2015,7400,7967,115,2021-01-15,Un Sold,1970-01-01,5996,0,0,Aditya,2,0,Excellent
JNXIWQ,Oto,Madison,Yodha,Tata,Truck,White,Manual,3,2,Hybrid,2021,8300,59431,100,2024-02-29,Sold,2024-08-25,7293,7269,0,Vihaan,2,0,Excellent
PW14RX,Carmix,Oklahoma,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2018,8100,88807,100,2018-12-21,Sold,2019-09-22,7261,7815,8,Shiva,3,111,Excellent
GIEDGU,Oto,New York,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2019,8500,53895,115,2015-02-15,Un Sold,1970-01-01,7973,0,0,Swathi,4,0,Excellent
4U5UGT,Cars24,Chicago,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2017,8200,41360,100,2024-12-04,Un Sold,1970-01-01,6654,0,0,Pranav,3,0,Excellent
XNJEQW,Carousell,Texas,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2018,8100,12293,200,2024-02-22,Un Sold,1970-01-01,6542,0,0,Preeti,2,0,Excellent
V22XI4,Zupps,Chicago,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2017,8700,38942,200,2016-12-04,Un Sold,1970-01-01,7264,0,0,Anushka,4,0,Excellent
WWOF98,Carousell,Portland,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Diesel,2018,6700,62736,103,2016-11-26,Un Sold,1970-01-01,4924,0,0,Supriya,2,0,Good
OL5OYG,Trivett,Oklahoma,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2018,9100,74632,200,2022-01-28,Un Sold,1970-01-01,7136,0,0,Krishna,3,0,Excellent
G4LGGP,Trust,Oklahoma,Plato,Prazo,Convertible,White,Automatic,2,2,Diesel,2024,8600,45942,250,2017-10-20,Un Sold,1970-01-01,7582,0,0,Krishna,5,0,Good
VP09Y3,Kamkar,Detroit,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2016,9800,19254,200,2019-08-31,Sold,2019-07-29,8241,9188,11,Ram,3,189,Excellent
ZPPK07,Oto,Philadelphia,Etriga,Maruti,Hatchback,White,Manual,4,5,Petrol,2022,6200,25445,103,2016-12-10,Un Sold,1970-01-01,5307,0,0,Dhruv,1,0,Excellent
7YUDY7,Nufor,Portland,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,33453,120,2020-05-28,Un Sold,1970-01-01,5260,0,0,Sai,2,0,Excellent
VJ61C8,Cars24,Oklahoma,Kags,Renault,SUV,Black,Manual,7,5,Petrol,2020,7900,55292,175,2019-11-25,Un Sold,1970-01-01,7336,0,0,Karan,1,0,Average
G5DI59,Ahg,North Carolina,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2020,8400,57209,100,2020-11-09,Un Sold,1970-01-01,7808,0,0,Bhavani,3,0,Excellent
M5X6N9,Oto,New York,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Electric,2016,8300,83560,103,2020-03-23,Un Sold,1970-01-01,6674,0,0,Rithvik,2,0,Excellent
PONG1H,Trivett,Chicago,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2018,8100,68765,115,2016-08-06,Un Sold,1970-01-01,6242,0,0,Aditya,5,0,Good
OBO6JN,Oto,New York,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2020,7900,5744,120,2021-01-08,Un Sold,1970-01-01,6337,0,0,Shiva,4,0,Excellent
F9GQ93,Sobri,Tennessee,i20,Hyundai,Hatchback,Black,Automatic,4,5,Diesel,2016,6900,56963,120,2022-02-19,Sold,2024-10-03,5999,5196,-13,Sweta,1,0,Average
GO6YFN,Skipper,Tucson,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2018,7700,7398,100,2022-11-20,Un Sold,1970-01-01,6824,0,0,Sweta,5,0,Good
YGKN0U,Cars24,Columbus,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2020,6400,87663,113,2017-01-04,Un Sold,1970-01-01,4483,0,0,Narayan,3,0,Excellent
05P6MN,Motor,Denver,Kags,Renault,SUV,White,Manual,7,5,Electric,2016,9800,90125,175,2019-06-21,Un Sold,1970-01-01,9172,0,0,Anushka,5,0,Good
BF6KKQ,Carmudi,Utah,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,52061,120,2015-12-22,Un Sold,1970-01-01,6478,0,0,Shruthi,1,0,Good
CIWKXC,Oto,Tennessee,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2017,8200,4668,115,2017-01-31,Sold,2019-03-18,6642,6482,-2,Vishwajeet,2,0,Average
468U76,Automart,Columbus,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2020,8400,64781,100,2018-02-26,Un Sold,1970-01-01,6951,0,0,Shailaja,2,0,Poor
2FVCSH,APE,Chicago,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2021,7800,28826,120,2023-01-20,Sold,2024-11-27,6291,5422,-14,Pranav,2,0,Excellent
VN1PFD,Nufor,Tucson,Seltos,Kia,Hatchback,Red,Manual,5,5,Electric,2020,7900,25438,150,2020-05-03,Un Sold,1970-01-01,6388,0,0,Aarush,1,0,Poor
QY0MIE,Carro,California,Plato,Prazo,Convertible,White,Manual,2,2,Electric,2023,10100,80172,250,2021-01-03,Un Sold,1970-01-01,8582,0,0,Preeti,4,0,Excellent
9ZPQ1J,Carmix,New York,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2020,7900,39069,175,2024-04-10,Sold,2024-07-21,6930,7763,12,Arjuna,4,167,Good
DJ3GWX,Motor,Portland,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2023,6100,39232,113,2023-12-17,Sold,2024-09-07,5439,6292,16,Anushka,2,171,Good
HKV599,Sobri,Utah,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2024,7100,30842,200,2018-08-02,Un Sold,1970-01-01,5795,0,0,Dhruv,1,0,Excellent
6K73Q4,Trivett,New York,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2020,7900,27508,103,2023-11-14,Un Sold,1970-01-01,6277,0,0,Pranav,3,0,Average
385CQB,Marchi,New York,Swift,Maruti,Sedan,White,Automatic,5,4,Hybrid,2019,8000,79483,115,2015-10-24,Un Sold,1970-01-01,6490,0,0,Aditya,5,0,Excellent
AUMIS7,Skipper,Denver,Kags,Renault,SUV,Black,Manual,7,5,Petrol,2022,7700,8998,175,2016-11-22,Sold,2024-07-22,7116,7477,5,Preeti,5,72,Good
CFPHE8,Motor,Columbus,Swift,Maruti,Sedan,Blue,Manual,5,4,Hybrid,2015,8400,48631,115,2024-04-24,Un Sold,1970-01-01,7007,0,0,Piyush,1,0,Excellent
K8ATBJ,APE,Denver,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2020,7900,13730,100,2019-08-10,Un Sold,1970-01-01,6588,0,0,Hariom,1,0,Good
GIVWG3,Carmudi,Tucson,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2024,8500,44755,120,2019-09-11,Un Sold,1970-01-01,6540,0,0,Rithvik,3,0,Good
50H4SO,Oto,Florida,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2021,9300,4450,175,2016-01-02,Sold,2023-11-05,8166,8764,7,Hariom,1,120,Average
HJX7GW,Zupps,Detroit,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Electric,2023,7600,2312,103,2017-12-08,Un Sold,1970-01-01,5609,0,0,Arjuna,1,0,Excellent
38OA99,Skipper,North Carolina,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2019,8000,7788,113,2017-04-22,Sold,2019-05-12,6556,5855,-11,Supriya,3,0,Good
GREIU1,Automart,Tucson,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2018,8600,69677,200,2015-09-06,Sold,2016-08-01,7193,7021,-2,Shiva,4,0,Excellent
E2891U,Automart,San Jose,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2021,6400,30012,103,2022-04-29,Un Sold,1970-01-01,4847,0,0,Ram,4,0,Excellent
ZDPK2F,Motor,North Carolina,Yodha,Tata,Truck,Red,Manual,3,2,Electric,2023,8600,53697,100,2017-07-28,Un Sold,1970-01-01,7028,0,0,Swapna,5,0,Excellent
49BO66,Nufor,Detroit,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2016,7800,67008,150,2020-09-11,Un Sold,1970-01-01,5848,0,0,Sweta,2,0,Excellent
WOIAH5,Trivett,Madison,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2022,8800,25780,250,2018-10-26,Un Sold,1970-01-01,7858,0,0,Krishna,3,0,Average
ZB7ACE,Skipper,Portland,Scorpio,Mahindra,SUV,White,Automatic,5,5,Diesel,2019,8100,17069,120,2016-06-02,Un Sold,1970-01-01,7348,0,0,Ram,1,0,Good
OMHN76,Nufor,Chicago,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,29820,120,2015-08-15,Un Sold,1970-01-01,6727,0,0,Pranav,1,0,Average
4JKCGF,Trivett,Texas,i20,Hyundai,Hatchback,Gray,Manual,4,5,Petrol,2024,6000,74315,120,2020-09-15,Un Sold,1970-01-01,5044,0,0,Ram,3,0,Excellent
DT3YB2,Knox,New York,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2022,9200,3568,120,2023-06-03,Un Sold,1970-01-01,7506,0,0,Supriya,5,0,Good
F3KR6L,Cars24,San Jose,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2022,7700,23835,115,2018-11-09,Un Sold,1970-01-01,7078,0,0,Piyush,5,0,Excellent
ROCX12,APE,Chicago,i20,Hyundai,Hatchback,Blue,Manual,4,5,Electric,2015,8400,3156,120,2023-12-04,Sold,2024-11-04,7748,6521,-16,Arjuna,2,0,Good
29L41X,Motor,Portland,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2023,6100,54770,120,2020-07-21,Un Sold,1970-01-01,4696,0,0,Pavan,1,0,Good
6R63L7,Kamkar,San Jose,Etriga,Maruti,Hatchback,White,Automatic,4,5,Hybrid,2016,7800,15541,103,2017-10-19,Un Sold,1970-01-01,6780,0,0,Dhruv,2,0,Excellent
6KT4HP,APE,California,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2020,7000,70252,115,2024-02-02,Un Sold,1970-01-01,6064,0,0,Karan,3,0,Good
47PYWL,Knox,Philadelphia,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2023,7100,28934,100,2015-10-13,Un Sold,1970-01-01,6365,0,0,Krishna,4,0,Average
8CUVLE,Cars24,California,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2020,8900,81400,120,2022-12-14,Un Sold,1970-01-01,7278,0,0,Hariom,5,0,Good
CYMFT1,Nufor,Portland,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2024,8500,32887,100,2017-11-20,Sold,2019-04-25,6772,7039,4,Vishwajeet,2,53,Good
2HSC53,Kamkar,Columbus,Hilux,Toyota,Truck,White,Automatic,4,2,Electric,2024,8500,79200,200,2024-02-15,Un Sold,1970-01-01,6690,0,0,Hariom,5,0,Excellent
E2QSFD,Carousell,Columbus,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2023,9100,13524,175,2017-12-29,Un Sold,1970-01-01,7376,0,0,Shilpa,3,0,Good
YXRMF9,Marchi,Columbus,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2023,9100,2780,200,2018-12-02,Un Sold,1970-01-01,8537,0,0,Shiva,5,0,Excellent
FQQCW4,Marchi,Texas,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2022,7700,36118,130,2019-12-22,Un Sold,1970-01-01,6211,0,0,Shilpa,4,0,Poor
GH7YAD,Ahg,Portland,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2024,7000,81387,103,2020-07-23,Un Sold,1970-01-01,5305,0,0,Pranav,5,0,Excellent
WC01E5,Skipper,Florida,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2020,7900,33807,120,2015-09-23,Un Sold,1970-01-01,6896,0,0,Dhruv,4,0,Average
G36NCT,Trivett,Tucson,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2023,7200,88183,200,2021-09-14,Un Sold,1970-01-01,5501,0,0,Anushka,3,0,Excellent
VS2QY5,Carmudi,Columbus,Thar,Mahindra,SUV,Blue,Automatic,5,3,Petrol,2019,8000,2936,130,2018-01-21,Sold,2023-07-30,7009,8312,19,Pavan,1,261,Excellent
